datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-09 12:40:00,2339.199951171875,2339.699951171875,2337.800048828125,2338.199951171875,0,0.0,0.0
2024-05-09 12:45:00,2338.300048828125,2338.39990234375,2336.60009765625,2337.699951171875,551,0.0,0.0
2024-05-09 12:50:00,2337.800048828125,2338.0,2336.800048828125,2337.0,360,0.0,0.0
2024-05-09 12:55:00,2336.89990234375,2337.699951171875,2336.300048828125,2336.39990234375,998,0.0,0.0
2024-05-09 13:00:00,2336.39990234375,2339.39990234375,2335.800048828125,2339.10009765625,1090,0.0,0.0
2024-05-09 13:05:00,2339.10009765625,2339.800048828125,2338.39990234375,2339.199951171875,342,0.0,0.0
2024-05-09 13:10:00,2339.199951171875,2339.199951171875,2338.39990234375,2339.0,320,0.0,0.0
2024-05-09 13:15:00,2339.0,2339.5,2338.0,2338.199951171875,528,0.0,0.0
2024-05-09 13:20:00,2338.300048828125,2339.199951171875,2337.5,2337.60009765625,779,0.0,0.0
2024-05-09 13:25:00,2337.60009765625,2341.300048828125,2337.300048828125,2340.300048828125,5951,0.0,0.0
2024-05-09 13:30:00,2340.300048828125,2340.800048828125,2339.10009765625,2339.60009765625,1470,0.0,0.0
2024-05-09 13:35:00,2339.5,2339.800048828125,2338.89990234375,2339.699951171875,287,0.0,0.0
2024-05-09 13:40:00,2339.800048828125,2340.300048828125,2339.699951171875,2340.10009765625,248,0.0,0.0
2024-05-09 13:45:00,2340.10009765625,2340.699951171875,2339.89990234375,2340.199951171875,238,0.0,0.0
2024-05-09 13:50:00,2340.199951171875,2340.699951171875,2339.39990234375,2340.699951171875,252,0.0,0.0
2024-05-09 13:55:00,2340.60009765625,2342.0,2340.60009765625,2341.699951171875,539,0.0,0.0
2024-05-09 14:00:00,2341.5,2342.199951171875,2341.0,2342.0,514,0.0,0.0
2024-05-09 14:05:00,2342.10009765625,2342.60009765625,2341.10009765625,2341.300048828125,541,0.0,0.0
2024-05-09 14:10:00,2341.39990234375,2341.5,2341.0,2341.10009765625,217,0.0,0.0
2024-05-09 14:15:00,2341.0,2341.89990234375,2340.699951171875,2341.800048828125,307,0.0,0.0
2024-05-09 14:20:00,2341.699951171875,2342.10009765625,2340.800048828125,2341.10009765625,273,0.0,0.0
2024-05-09 14:25:00,2341.0,2341.5,2340.89990234375,2341.300048828125,208,0.0,0.0
2024-05-09 14:30:00,2341.199951171875,2342.300048828125,2340.89990234375,2341.89990234375,294,0.0,0.0
2024-05-09 14:35:00,2342.0,2343.199951171875,2341.89990234375,2343.0,374,0.0,0.0
2024-05-09 14:40:00,2343.0,2343.5,2342.800048828125,2343.199951171875,271,0.0,0.0
2024-05-09 14:45:00,2343.300048828125,2343.699951171875,2343.10009765625,2343.39990234375,234,0.0,0.0
2024-05-09 14:50:00,2343.39990234375,2343.800048828125,2343.10009765625,2343.5,336,0.0,0.0
2024-05-09 14:55:00,2343.39990234375,2344.60009765625,2343.39990234375,2344.300048828125,376,0.0,0.0
2024-05-09 15:00:00,2344.39990234375,2344.60009765625,2343.699951171875,2344.39990234375,511,0.0,0.0
2024-05-09 15:05:00,2344.300048828125,2344.300048828125,2343.0,2343.0,464,0.0,0.0
2024-05-09 15:10:00,2343.0,2343.5,2342.800048828125,2343.10009765625,238,0.0,0.0
2024-05-09 15:15:00,2343.0,2343.800048828125,2342.800048828125,2342.800048828125,453,0.0,0.0
2024-05-09 15:20:00,2343.10009765625,2343.199951171875,2342.39990234375,2343.0,268,0.0,0.0
2024-05-09 15:25:00,2343.10009765625,2344.699951171875,2343.10009765625,2344.199951171875,344,0.0,0.0
2024-05-09 15:30:00,2344.199951171875,2344.89990234375,2344.0,2344.89990234375,454,0.0,0.0
2024-05-09 15:35:00,2344.89990234375,2348.800048828125,2344.60009765625,2348.199951171875,1980,0.0,0.0
2024-05-09 15:40:00,2348.199951171875,2349.60009765625,2346.800048828125,2347.800048828125,2128,0.0,0.0
2024-05-09 15:45:00,2347.699951171875,2350.5,2346.89990234375,2349.699951171875,1517,0.0,0.0
2024-05-09 15:50:00,2349.800048828125,2350.800048828125,2348.699951171875,2350.0,2041,0.0,0.0
2024-05-09 15:55:00,2349.89990234375,2351.199951171875,2349.89990234375,2350.60009765625,1308,0.0,0.0
2024-05-09 16:00:00,2350.60009765625,2351.800048828125,2350.199951171875,2350.89990234375,834,0.0,0.0
2024-05-09 16:05:00,2351.199951171875,2352.39990234375,2351.10009765625,2351.60009765625,732,0.0,0.0
2024-05-09 16:10:00,2351.5,2353.800048828125,2351.39990234375,2353.60009765625,1008,0.0,0.0
2024-05-09 16:15:00,2353.5,2354.199951171875,2352.60009765625,2354.199951171875,790,0.0,0.0
2024-05-09 16:20:00,2354.0,2354.0,2352.10009765625,2352.5,558,0.0,0.0
2024-05-09 16:25:00,2352.5,2353.0,2351.199951171875,2351.39990234375,470,0.0,0.0
2024-05-09 16:30:00,2351.300048828125,2352.0,2350.199951171875,2351.800048828125,531,0.0,0.0
2024-05-09 16:35:00,2351.800048828125,2352.60009765625,2351.199951171875,2352.199951171875,252,0.0,0.0
2024-05-09 16:40:00,2352.10009765625,2352.39990234375,2350.39990234375,2351.39990234375,491,0.0,0.0
